CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,TAX,PTRATIO,B,LSTAT,RAD_1,RAD_2,RAD_3,RAD_4,RAD_5,RAD_6,RAD_7,RAD_8,RAD_24,MEDV,log_MEDV
0.0,0.18,0.05814814814814814,0.0,0.31481481481481455,0.5775052692086607,0.6416065911431514,0.26871104235861504,0.20801526717557245,0.2999999999999998,0.9999999999999999,0.08335648791330927,1,0,0,0,0,0,0,0,0,0.43378995433789963,0.6743591903992256
0.0002359225391784276,0.0,0.23444444444444443,0.0,0.17283950617283939,0.5479977007089482,0.7826982492276005,0.3485235907002139,0.10496183206106868,0.5,0.9999999999999999,0.1989441511530981,0,1,0,0,0,0,0,0,0,0.37899543378995443,0.6266683903592423
0.00023569774400055392,0.0,0.23444444444444443,0.0,0.17283950617283939,0.6943858976815481,0.5993820803295572,0.3485235907002139,0.10496183206106868,0.5,0.9897372535175752,0.05696026674076132,0,1,0,0,0,0,0,0,0,0.678082191780822,0.84271072518572
0.0002927957191804687,0.0,0.05333333333333333,0.0,0.15020576131687235,0.65855527878904,0.44181256436663235,0.44817325629009513,0.06679389312977096,0.5999999999999999,0.9942760603156993,0.02667407613225896,0,0,1,0,0,0,0,0,0,0.6484018264840182,0.825182537239237
0.0007050700754007986,0.0,0.05333333333333333,0.0,0.15020576131687235,0.6871048093504503,0.5283213182286303,0.44817325629009513,0.06679389312977096,0.5999999999999999,0.9999999999999999,0.09308141150319532,0,0,1,0,0,0,0,0,0,0.7123287671232877,0.8621592616245479
0.000264471526768385,0.0,0.05333333333333333,0.0,0.15020576131687235,0.5497221689978923,0.5746652935118435,0.44817325629009513,0.06679389312977096,0.5999999999999999,0.9929900650562308,0.08974715198666297,0,0,1,0,0,0,0,0,0,0.541095890410959,0.7557629810735886
0.000921323036515279,0.12,0.26407407407407407,0.0,0.28600823045267487,0.46963019735581535,0.6560247167868176,0.4025205878338414,0.2366412213740458,0.2999999999999998,0.9967219728680217,0.2903584328980272,0,0,0,0,1,0,0,0,0,0.40867579908675805,0.6530964621435906
0.0015536718718739421,0.12,0.26407407407407407,0.0,0.28600823045267487,0.5002874113814909,0.9598352214212151,0.43800900859911734,0.2366412213740458,0.2999999999999998,0.9999999999999999,0.4770769658238399,0,0,0,0,1,0,0,0,0,0.5045662100456622,0.7295953141346931
0.0023032513924937294,0.12,0.26407407407407407,0.0,0.28600823045267487,0.3966277064571758,1.0,0.449984075708631,0.2366412213740458,0.2999999999999998,0.9741035856573705,0.7766046123923311,0,0,0,0,1,0,0,0,0,0.26255707762557084,0.5058186047072326
0.0018401733260739476,0.12,0.26407407407407407,0.0,0.28600823045267487,0.46809733665453146,0.8547888774459321,0.49639201055553034,0.2366412213740458,0.2999999999999998,0.9743053104039537,0.42011669908307864,0,0,0,0,1,0,0,0,0,0.317351598173516,0.566547968388522
0.002456674101392516,0.12,0.26407407407407407,0.0,0.28600823045267487,0.5395669668518875,0.94129763130793,0.4740616042586106,0.2366412213740458,0.2999999999999998,0.988955570124565,0.513198110586274,0,0,0,0,1,0,0,0,0,0.22831050228310507,0.463473926542012
0.0012492992010329788,0.12,0.26407407407407407,0.0,0.28600823045267487,0.46905537459283375,0.82389289392379,0.4631420901769872,0.2366412213740458,0.2999999999999998,0.9999999999999999,0.3136982495137538,0,0,0,0,1,0,0,0,0,0.317351598173516,0.566547968388522
0.0009830293128416045,0.12,0.26407407407407407,0.0,0.28600823045267487,0.4460624640735772,0.3717816683831102,0.39254743163929207,0.2366412213740458,0.2999999999999998,0.983862020273337,0.38149485968324537,0,0,0,0,1,0,0,0,0,0.38127853881278545,0.6287546309753849
0.007007315284678365,0.0,0.2740740740740741,0.0,0.31481481481481455,0.4575589193332056,0.6065911431513903,0.3249010419036353,0.22900763358778625,0.8999999999999999,0.9999999999999999,0.17449291469852735,0,0,0,1,0,0,0,0,0,0.35159817351598177,0.6008874844767478
